Date,Price,Open,High,Low,Vol.,Change %
333,2011-06-22,"22,134.00","22,134.00","22,134.00","22,134.00",-,1.24%
334,2011-06-23,"22,110.00","22,110.00","22,110.00","22,110.00",-,-0.11%
335,2011-06-24,"22,135.00","22,135.00","22,135.00","22,135.00",-,0.11%
336,2011-06-27,"22,184.00","22,184.00","22,184.00","22,184.00",-,0.22%
337,2011-06-28,"22,665.00","22,665.00","22,665.00","22,665.00",-,2.17%
338,2011-06-29,"23,058.00","23,058.00","23,058.00","23,058.00",-,1.73%
339,2011-06-30,"23,403.00","23,403.00","23,403.00","23,403.00",-,1.50%
340,2011-07-01,"22,974.00","22,974.00","22,974.00","22,974.00",-,-1.83%
341,2011-07-04,"23,146.00","23,146.00","23,146.00","23,146.00",-,0.75%
342,2011-07-05,"23,277.00","23,277.00","23,277.00","23,277.00",-,0.57%
343,2011-07-06,"23,353.00","23,353.00","23,353.00","23,353.00",-,0.33%
344,2011-07-07,"23,874.00","23,874.00","23,874.00","23,874.00",-,2.23%
345,2011-07-08,"23,861.00","23,861.00","23,861.00","23,861.00",-,-0.05%
346,2011-07-11,"23,192.00","23,192.00","23,192.00","23,192.00",-,-2.80%
347,2011-07-12,"23,613.00","23,613.00","23,613.00","23,613.00",-,1.82%
348,2011-07-13,"23,943.00","23,943.00","23,943.00","23,943.00",-,1.40%
349,2011-07-14,"24,178.00","24,178.00","24,178.00","24,178.00",-,0.98%
350,2011-07-15,"24,127.00","24,127.00","24,127.00","24,127.00",-,-0.21%
351,2011-07-18,"23,762.00","23,762.00","23,762.00","23,762.00",-,-1.51%
352,2011-07-21,"23,926.00","23,926.00","23,926.00","23,926.00",-,0.69%
353,2011-07-22,"23,949.00","23,949.00","23,949.00","23,949.00",-,0.10%
354,2011-07-25,"23,770.00","23,770.00","23,770.00","23,770.00",-,-0.75%
355,2011-07-26,"24,070.00","24,070.00","24,070.00","24,070.00",-,1.26%
356,2011-07-27,"24,365.00","24,365.00","24,365.00","24,365.00",-,1.23%
357,2011-07-28,"24,525.00","24,525.00","24,525.00","24,525.00",-,0.66%
358,2011-07-29,"24,966.00","24,966.00","24,966.00","24,966.00",-,1.80%
359,2011-08-01,"24,520.25","24,520.25","24,520.25","24,520.25",-,-1.79%
360,2011-08-02,"24,771.00","24,771.00","24,771.00","24,771.00",-,1.02%
361,2011-08-03,"23,775.00","23,775.00","23,775.00","23,775.00",-,-4.02%
362,2011-08-04,"23,620.00","23,620.00","23,620.00","23,620.00",-,-0.65%
363,2011-08-05,"22,475.00","22,475.00","22,475.00","22,475.00",-,-4.85%
364,2011-08-08,"21,214.00","21,214.00","21,214.00","21,214.00",-,-5.61%
365,2011-08-09,"21,167.00","21,167.00","21,167.00","21,167.00",-,-0.22%
366,2011-08-10,"20,927.00","20,927.00","20,927.00","20,927.00",-,-1.13%
367,2011-08-11,"21,553.00","21,553.00","21,553.00","21,553.00",-,2.99%
368,2011-08-12,"21,354.00","21,354.00","21,354.00","21,354.00",-,-0.92%
369,2011-08-15,"21,252.00","21,252.00","21,252.00","21,252.00",-,-0.48%
370,2011-08-18,"21,275.00","21,275.00","21,275.00","21,275.00",-,0.11%
371,2011-08-19,"21,179.00","21,179.00","21,179.00","21,179.00",-,-0.45%
372,2011-08-22,"20,823.00","20,823.00","20,823.00","20,823.00",-,-1.68%
373,2011-08-23,"20,633.00","20,633.00","20,633.00","20,633.00",-,-0.91%
374,2011-08-24,"20,798.00","20,798.00","20,798.00","20,798.00",-,0.80%
375,2011-08-25,"20,821.00","20,821.00","20,821.00","20,821.00",-,0.11%
376,2011-08-26,"21,422.00","21,422.00","21,422.00","21,422.00",-,2.89%
377,2011-08-30,"21,873.00","21,873.00","21,873.00","21,873.00",-,2.11%
378,2011-08-31,"22,166.00","22,166.00","22,166.00","22,166.00",-,1.34%
379,2011-09-01,"21,715.00","21,715.00","21,715.00","21,715.00",-,-2.03%
380,2011-09-02,"21,465.00","21,465.00","21,465.00","21,465.00",-,-1.15%
381,2011-09-05,"20,858.00","20,858.00","20,858.00","20,858.00",-,-2.83%
382,2011-09-06,"20,640.00","20,640.00","20,640.00","20,640.00",-,-1.05%
383,2011-09-07,"21,751.00","21,751.00","21,751.00","21,751.00",-,5.38%
384,2011-09-08,"22,061.00","22,061.00","22,061.00","22,061.00",-,1.43%
385,2011-09-09,"21,132.00","21,132.00","21,132.00","21,132.00",-,-4.21%
386,2011-09-12,"21,589.00","21,589.00","21,589.00","21,589.00",-,2.16%
387,2011-09-13,"21,290.00","21,290.00","21,290.00","21,290.00",-,-1.38%
388,2011-09-14,"21,364.00","21,364.00","21,364.00","21,364.00",-,0.35%
389,2011-09-15,"21,785.00","21,785.00","21,785.00","21,785.00",-,1.97%
390,2011-09-16,"21,486.00","21,486.00","21,486.00","21,486.00",-,-1.37%
391,2011-09-19,"20,945.00","20,945.00","20,945.00","20,945.00",-,-2.52%
392,2011-09-22,"18,865.00","18,865.00","18,865.00","18,865.00",-,-9.93%
393,2011-09-23,"18,264.00","18,264.00","18,264.00","18,264.00",-,-3.19%
394,2011-09-26,"17,989.00","17,989.00","17,989.00","17,989.00",-,-1.51%
395,2011-09-27,"18,938.00","18,938.00","18,938.00","18,938.00",-,5.28%
396,2011-09-28,"18,485.00","18,485.00","18,485.00","18,485.00",-,-2.39%
397,2011-09-29,"18,648.00","18,648.00","18,648.00","18,648.00",-,0.88%
398,2011-09-30,"17,576.00","17,576.00","17,576.00","17,576.00",-,-5.75%
399,2011-10-03,"18,999.00","18,999.00","18,999.00","18,999.00",-,8.10%
400,2011-10-04,"18,724.00","18,724.00","18,724.00","18,724.00",-,-1.45%
401,2011-10-05,"18,372.00","18,372.00","18,372.00","18,372.00",-,-1.88%
402,2011-10-06,"18,920.00","18,920.00","18,920.00","18,920.00",-,2.98%
403,2011-10-07,"18,876.00","18,876.00","18,876.00","18,876.00",-,-0.23%
404,2011-10-10,"19,348.00","19,348.00","19,348.00","19,348.00",-,2.50%
405,2011-10-11,"18,839.00","18,839.00","18,839.00","18,839.00",-,-2.63%
406,2011-10-12,"19,043.00","19,043.00","19,043.00","19,043.00",-,1.08%
407,2011-10-13,"18,417.00","18,417.00","18,417.00","18,417.00",-,-3.29%
408,2011-10-14,"18,842.50","18,842.50","18,842.50","18,842.50",-,2.31%
409,2011-10-17,"18,942.00","18,942.00","18,942.00","18,942.00",-,0.53%
410,2011-10-20,"17,977.00","17,977.00","17,977.00","17,977.00",-,-5.09%
411,2011-10-21,"18,779.00","18,779.00","18,779.00","18,779.00",-,4.46%
412,2011-10-24,"19,976.00","19,976.00","19,976.00","19,976.00",-,6.37%
413,2011-10-25,"19,730.00","19,730.00","19,730.00","19,730.00",-,-1.23%
414,2011-10-26,"19,108.00","19,108.00","19,108.00","19,108.00",-,-3.15%
415,2011-10-27,"19,884.00","19,884.00","19,884.00","19,884.00",-,4.06%
416,2011-10-28,"19,684.00","19,684.00","19,684.00","19,684.00",-,-1.01%
417,2011-10-31,"19,559.00","19,559.00","19,559.00","19,559.00",-,-0.64%
418,2011-11-01,"18,580.00","18,580.00","18,580.00","18,580.00",-,-5.01%
419,2011-11-02,"18,562.00","18,562.00","18,562.00","18,562.00",-,-0.10%
420,2011-11-03,"18,405.00","18,405.00","18,405.00","18,405.00",-,-0.85%
421,2011-11-04,"18,886.00","18,886.00","18,886.00","18,886.00",-,2.61%
422,2011-11-07,"18,686.00","18,686.00","18,686.00","18,686.00",-,-1.06%
423,2011-11-08,"18,331.00","18,331.00","18,331.00","18,331.00",-,-1.90%
424,2011-11-09,"18,031.00","18,031.00","18,031.00","18,031.00",-,-1.64%
425,2011-11-10,"18,140.00","18,140.00","18,140.00","18,140.00",-,0.60%
426,2011-11-11,"18,069.50","18,069.50","18,069.50","18,069.50",-,-0.39%
427,2011-11-14,"17,801.00","17,801.00","17,801.00","17,801.00",-,-1.49%
428,2011-11-17,"18,159.00","18,159.00","18,159.00","18,159.00",-,2.01%
429,2011-11-18,"17,660.00","17,660.00","17,660.00","17,660.00",-,-2.75%
430,2011-11-21,"17,806.00","17,806.00","17,806.00","17,806.00",-,0.83%
431,2011-11-22,"17,550.00","17,550.00","17,550.00","17,550.00",-,-1.44%
432,2011-11-23,"17,019.00","17,019.00","17,019.00","17,019.00",-,-3.03%
433,2011-11-24,"17,069.00","17,069.00","17,069.00","17,069.00",-,0.29%
434,2011-11-25,"16,953.00","16,953.00","16,953.00","16,953.00",-,-0.68%
435,2011-11-28,"17,176.00","17,176.00","17,176.00","17,176.00",-,1.32%
436,2011-11-29,"17,043.00","17,043.00","17,043.00","17,043.00",-,-0.77%
437,2011-11-30,"17,492.00","17,492.00","17,492.00","17,492.00",-,2.63%
438,2011-12-01,"16,725.00","16,725.00","16,725.00","16,725.00",-,-4.38%
439,2011-12-02,"17,722.00","17,722.00","17,722.00","17,722.00",-,5.96%
440,2011-12-05,"18,493.00","18,493.00","18,493.00","18,493.00",-,4.35%
441,2011-12-06,"18,414.00","18,414.00","18,414.00","18,414.00",-,-0.43%
442,2011-12-07,"18,037.00","18,037.00","18,037.00","18,037.00",-,-2.05%
443,2011-12-08,"18,288.00","18,288.00","18,288.00","18,288.00",-,1.39%
444,2011-12-09,"18,587.00","18,587.00","18,587.00","18,587.00",-,1.63%
445,2011-12-12,"18,437.00","18,437.00","18,437.00","18,437.00",-,-0.81%
446,2011-12-13,"18,307.50","18,307.50","18,307.50","18,307.50",-,-0.70%
447,2011-12-14,"17,405.00","17,405.00","17,405.00","17,405.00",-,-4.93%
448,2011-12-15,"17,907.00","17,907.00","17,907.00","17,907.00",-,2.88%
449,2011-12-16,"18,558.50","18,558.50","18,558.50","18,558.50",-,3.64%
450,2011-12-19,"18,371.00","18,371.00","18,371.00","18,371.00",-,-1.01%
451,2011-12-22,"18,679.00","18,679.00","18,679.00","18,679.00",-,1.68%
452,2011-12-23,"18,491.00","18,491.00","18,491.00","18,491.00",-,-1.01%
453,2011-12-28,"17,899.00","17,899.00","17,899.00","17,899.00",-,-3.20%
454,2011-12-29,"18,189.00","18,189.00","18,189.00","18,189.00",-,1.62%
455,2011-12-30,"18,731.00","18,731.00","18,731.00","18,731.00",-,2.98%
456,2012-01-03,"18,917.00","18,917.00","18,917.00","18,917.00",-,0.99%
457,2012-01-04,"18,810.00","18,810.00","18,810.00","18,810.00",-,-0.57%
458,2012-01-05,"18,692.00","18,692.00","18,692.00","18,692.00",-,-0.63%
459,2012-01-06,"18,756.00","18,756.00","18,756.00","18,756.00",-,0.34%
460,2012-01-09,"19,093.00","19,093.00","19,093.00","19,093.00",-,1.80%
461,2012-01-10,"19,489.00","19,489.00","19,489.00","19,489.00",-,2.07%
462,2012-01-11,"19,427.00","19,427.00","19,427.00","19,427.00",-,-0.32%
463,2012-01-12,"19,641.00","19,641.00","19,641.00","19,641.00",-,1.10%
464,2012-01-13,"19,561.00","19,561.00","19,561.00","19,561.00",-,-0.41%
465,2012-01-16,"19,375.00","19,375.00","19,375.00","19,375.00",-,-0.95%
466,2012-01-19,"20,171.00","20,171.00","20,171.00","20,171.00",-,4.11%
467,2012-01-20,"20,428.00","20,428.00","20,428.00","20,428.00",-,1.27%
468,2012-01-23,"20,284.00","20,284.00","20,284.00","20,284.00",-,-0.70%
469,2012-01-24,"20,599.00","20,599.00","20,599.00","20,599.00",-,1.55%
470,2012-01-25,"20,899.00","20,899.00","20,899.00","20,899.00",-,1.46%
471,2012-01-26,"21,561.00","21,561.00","21,561.00","21,561.00",-,3.17%
472,2012-01-27,"21,657.00","21,657.00","21,657.00","21,657.00",-,0.45%
473,2012-01-30,"21,258.00","21,258.00","21,258.00","21,258.00",-,-1.84%
474,2012-01-31,"20,792.00","20,792.00","20,792.00","20,792.00",-,-2.19%
475,2012-02-01,"20,905.00","20,905.00","20,905.00","20,905.00",-,0.54%
476,2012-02-02,"20,803.00","20,803.00","20,803.00","20,803.00",-,-0.49%
477,2012-02-03,"21,229.00","21,229.00","21,229.00","21,229.00",-,2.05%
478,2012-02-06,"21,613.00","21,613.00","21,613.00","21,613.00",-,1.81%
479,2012-02-07,"21,714.00","21,714.00","21,714.00","21,714.00",-,0.47%
480,2012-02-08,"21,405.00","21,405.00","21,405.00","21,405.00",-,-1.42%
481,2012-02-09,"21,427.00","21,427.00","21,427.00","21,427.00",-,0.10%
482,2012-02-10,"20,609.00","20,609.00","20,609.00","20,609.00",-,-3.82%
483,2012-02-13,"20,458.00","20,458.00","20,458.00","20,458.00",-,-0.73%
484,2012-02-16,"19,845.00","19,845.00","19,845.00","19,845.00",-,-3.00%
485,2012-02-17,"19,570.00","19,570.00","19,570.00","19,570.00",-,-1.39%
486,2012-02-20,"19,697.00","19,697.00","19,697.00","19,697.00",-,0.65%
487,2012-02-21,"20,172.00","20,172.00","20,172.00","20,172.00",-,2.41%
488,2012-02-22,"20,042.00","20,042.00","20,042.00","20,042.00",-,-0.64%
489,2012-02-23,"19,940.00","19,940.00","19,940.00","19,940.00",-,-0.51%
490,2012-02-24,"20,114.00","20,114.00","20,114.00","20,114.00",-,0.87%
491,2012-02-27,"20,090.00","20,090.00","20,090.00","20,090.00",-,-0.12%
492,2012-02-28,"19,710.00","19,710.00","19,710.00","19,710.00",-,-1.89%
493,2012-02-29,"19,186.00","19,186.00","19,186.00","19,186.00",-,-2.66%
494,2012-03-01,"19,423.00","19,423.00","19,423.00","19,423.00",-,1.24%
495,2012-03-02,"19,401.00","19,401.00","19,401.00","19,401.00",-,-0.11%
496,2012-03-05,"18,995.00","18,995.00","18,995.00","18,995.00",-,-2.09%
497,2012-03-06,"18,666.00","18,666.00","18,666.00","18,666.00",-,-1.73%
498,2012-03-07,"18,820.00","18,820.00","18,820.00","18,820.00",-,0.83%
499,2012-03-08,"18,717.00","18,717.00","18,717.00","18,717.00",-,-0.55%
500,2012-03-09,"19,224.00","19,224.00","19,224.00","19,224.00",-,2.71%
501,2012-03-12,"19,181.00","19,181.00","19,181.00","19,181.00",-,-0.22%
502,2012-03-13,"19,375.00","19,375.00","19,375.00","19,375.00",-,1.01%
503,2012-03-14,"19,500.00","19,500.00","19,500.00","19,500.00",-,0.65%
504,2012-03-15,"19,302.00","19,302.00","19,302.00","19,302.00",-,-1.02%
505,2012-03-16,"18,823.00","18,823.00","18,823.00","18,823.00",-,-2.48%
506,2012-03-19,"18,967.00","18,967.00","18,967.00","18,967.00",-,0.77%
507,2012-03-22,"18,398.00","18,398.00","18,398.00","18,398.00",-,-3.00%
508,2012-03-23,"18,125.00","18,125.00","18,125.00","18,125.00",-,-1.48%
509,2012-03-26,"18,092.00","18,092.00","18,092.00","18,092.00",-,-0.18%
510,2012-03-27,"17,721.00","17,721.00","17,721.00","17,721.00",-,-2.05%
511,2012-03-28,"17,515.00","17,515.00","17,515.00","17,515.00",-,-1.16%
512,2012-03-29,"17,091.00","17,091.00","17,091.00","17,091.00",-,-2.42%
513,2012-03-30,"17,765.00","17,765.00","17,765.00","17,765.00",-,3.94%
514,2012-04-02,"18,165.00","18,165.00","18,165.00","18,165.00",-,2.25%
515,2012-04-03,"18,390.00","18,390.00","18,390.00","18,390.00",-,1.24%
516,2012-04-04,"17,792.00","17,792.00","17,792.00","17,792.00",-,-3.25%
517,2012-04-05,"18,342.00","18,342.00","18,342.00","18,342.00",-,3.09%
518,2012-04-10,"18,107.00","18,107.00","18,107.00","18,107.00",-,-1.28%
519,2012-04-11,"18,036.00","18,036.00","18,036.00","18,036.00",-,-0.39%
520,2012-04-12,"18,636.00","18,636.00","18,636.00","18,636.00",-,3.33%
521,2012-04-13,"18,247.00","18,247.00","18,247.00","18,247.00",-,-2.09%
522,2012-04-16,"17,434.00","17,434.00","17,434.00","17,434.00",-,-4.46%
523,2012-04-19,"17,549.00","17,549.00","17,549.00","17,549.00",-,0.66%
524,2012-04-20,"17,752.00","17,752.00","17,752.00","17,752.00",-,1.16%
525,2012-04-23,"17,493.00","17,493.00","17,493.00","17,493.00",-,-1.46%
526,2012-04-24,"17,350.00","17,350.00","17,350.00","17,350.00",-,-0.82%
527,2012-04-25,"17,542.00","17,542.00","17,542.00","17,542.00",-,1.11%
528,2012-04-26,"18,140.00","18,140.00","18,140.00","18,140.00",-,3.41%
529,2012-04-27,"18,040.00","18,040.00","18,040.00","18,040.00",-,-0.55%
530,2012-04-30,"17,834.00","17,834.00","17,834.00","17,834.00",-,-1.14%
531,2012-05-01,"17,644.00","17,644.00","17,644.00","17,644.00",-,-1.07%
532,2012-05-02,"17,221.00","17,221.00","17,221.00","17,221.00",-,-2.40%
533,2012-05-03,"17,221.00","17,221.00","17,221.00","17,221.00",-,0.00%
534,2012-05-04,"17,520.00","17,520.00","17,520.00","17,520.00",-,1.74%
535,2012-05-08,"17,303.00","17,303.00","17,303.00","17,303.00",-,-1.24%
536,2012-05-09,"17,141.00","17,141.00","17,141.00","17,141.00",-,-0.94%
537,2012-05-10,"17,123.00","17,123.00","17,123.00","17,123.00",-,-0.11%
538,2012-05-11,"17,159.00","17,159.00","17,159.00","17,159.00",-,0.21%
539,2012-05-14,"16,825.00","16,825.00","16,825.00","16,825.00",-,-1.95%
540,2012-05-17,"17,151.00","17,151.00","17,151.00","17,151.00",-,1.94%
541,2012-05-18,"16,783.00","16,783.00","16,783.00","16,783.00",-,-2.15%
542,2012-05-21,"17,141.00","17,141.00","17,141.00","17,141.00",-,2.13%
543,2012-05-22,"16,855.00","16,855.00","16,855.00","16,855.00",-,-1.67%
544,2012-05-23,"16,708.00","16,708.00","16,708.00","16,708.00",-,-0.87%
545,2012-05-24,"17,050.00","17,050.00","17,050.00","17,050.00",-,2.05%
546,2012-05-25,"16,999.00","16,999.00","16,999.00","16,999.00",-,-0.30%
547,2012-05-28,"16,945.00","16,945.00","16,945.00","16,945.00",-,-0.32%
548,2012-05-29,"16,492.00","16,492.00","16,492.00","16,492.00",-,-2.67%
549,2012-05-30,"16,239.00","16,239.00","16,239.00","16,239.00",-,-1.53%
550,2012-05-31,"16,169.00","16,169.00","16,169.00","16,169.00",-,-0.43%
551,2012-06-01,"16,040.00","16,040.00","16,040.00","16,040.00",-,-0.80%
552,2012-06-06,"16,034.00","16,034.00","16,034.00","16,034.00",-,-0.04%
553,2012-06-07,"16,528.00","16,528.00","16,528.00","16,528.00",-,3.08%
554,2012-06-08,"16,863.00","16,863.00","16,863.00","16,863.00",-,2.03%
555,2012-06-11,"17,241.00","17,241.00","17,241.00","17,241.00",-,2.24%
556,2012-06-12,"17,119.00","17,119.00","17,119.00","17,119.00",-,-0.71%
557,2012-06-13,"16,925.00","16,925.00","16,925.00","16,925.00",-,-1.13%
558,2012-06-14,"16,580.00","16,580.00","16,580.00","16,580.00",-,-2.04%
559,2012-06-15,"16,791.00","16,791.00","16,791.00","16,791.00",-,1.27%
560,2012-06-18,"16,586.00","16,586.00","16,586.00","16,586.00",-,-1.22%
561,2012-06-21,"16,409.00","16,409.00","16,409.00","16,409.00",-,-1.07%
562,2012-06-22,"16,556.00","16,400.00","16,630.00","16,106.00",-,0.90%
563,2012-06-25,"16,403.00","16,501.00","16,670.00","16,225.00",-,-0.92%
564,2012-06-26,"16,280.00","16,425.00","16,488.00","16,163.00",-,-0.75%
565,2012-06-27,"16,261.00","16,210.00","16,365.00","16,162.00",-,-0.12%
566,2012-06-28,"16,220.00","16,165.00","16,530.00","16,119.00",-,-0.25%
567,2012-06-29,"16,761.00","16,160.00","16,820.00","16,160.00",-,3.34%
568,2012-07-02,"16,730.00","16,650.00","16,766.00","16,600.00",-,-0.18%
569,2012-07-03,"17,215.00","16,700.00","17,386.00","16,700.00",-,2.90%
570,2012-07-04,"16,980.00","17,201.00","17,205.00","16,925.00",-,-1.37%
571,2012-07-05,"16,722.00","16,900.00","17,181.00","16,660.00",-,-1.52%
572,2012-07-06,"16,252.00","16,650.00","16,770.00","16,202.00",-,-2.81%
573,2012-07-09,"16,370.00","16,215.00","16,400.00","16,215.00",-,0.73%
574,2012-07-10,"16,077.00","16,300.00","16,376.00","16,050.00",-,-1.79%
575,2012-07-11,"16,150.00","16,072.00","16,284.00","16,005.00",-,0.45%
576,2012-07-12,"15,875.00","16,100.00","16,175.00","15,770.00",-,-1.70%
577,2012-07-13,"16,200.00","15,801.00","16,322.00","15,800.00",-,2.05%
578,2012-07-16,"16,176.00","16,120.00","16,231.00","16,008.00",-,-0.15%
579,2012-07-17,"16,085.00","16,190.00","16,266.00","16,020.00",-,-0.56%
580,2012-07-18,"16,069.00","16,101.00","16,167.00","15,955.00",-,-0.10%
581,2012-07-19,"16,115.00","16,062.00","16,305.00","16,000.00",-,0.29%
582,2012-07-20,"15,905.00","16,100.00","16,158.00","15,871.00",-,-1.30%
583,2012-07-23,"15,600.00","15,950.00","15,953.00","15,464.00",-,-1.92%
584,2012-07-24,"15,696.00","15,560.00","15,745.00","15,470.00",-,0.62%
585,2012-07-25,"15,961.00","15,611.00","16,002.00","15,513.00",-,1.69%
586,2012-07-26,"15,860.00","15,900.00","16,177.00","15,780.00",-,-0.63%
587,2012-07-27,"15,960.00","15,850.00","16,062.00","15,820.00",-,0.63%
588,2012-07-30,"16,154.00","15,890.00","16,230.00","15,808.00",-,1.22%
589,2012-07-31,"15,810.00","16,135.00","16,200.00","15,751.00",-,-2.13%
590,2012-08-01,"15,582.00","15,750.00","15,903.00","15,552.00",-,-1.44%
591,2012-08-02,"15,300.00","15,540.00","15,687.00","15,230.00",-,-1.81%
592,2012-08-03,"15,600.00","15,251.00","15,705.00","15,250.00",-,1.96%
593,2012-08-06,"15,709.00","15,600.00","15,781.00","15,514.00",-,0.70%
594,2012-08-07,"15,770.00","15,700.00","15,870.00","15,625.00",-,0.39%
595,2012-08-08,"15,651.00","15,750.00","15,770.00","15,527.00",-,-0.75%
596,2012-08-09,"15,500.00","15,553.00","15,728.00","15,480.00",-,-0.96%
597,2012-08-10,"15,327.00","15,520.00","15,550.00","15,246.00",-,-1.12%
598,2012-08-13,"15,354.00","15,310.00","15,423.00","15,241.00",-,0.18%
599,2012-08-14,"15,470.00","15,375.00","15,640.00","15,301.00",-,0.76%
600,2012-08-15,"15,301.00","15,485.00","15,529.00","15,260.00",-,-1.09%
601,2012-08-16,"15,540.00","15,365.00","15,570.00","15,265.00",-,1.56%
602,2012-08-17,"15,640.00","15,541.00","15,695.00","15,381.00",-,0.64%
603,2012-08-20,"15,542.00","15,575.00","15,581.00","15,380.00",-,-0.63%
604,2012-08-21,"15,825.00","15,500.00","15,900.00","15,476.00",-,1.82%
605,2012-08-22,"16,013.00","15,825.00","16,105.00","15,805.00",-,1.19%
606,2012-08-23,"16,320.00","16,070.00","16,476.00","15,975.00",-,1.92%
607,2012-08-24,"16,489.00","16,300.00","16,548.00","16,201.00",-,1.04%
608,2012-08-28,"16,290.00","16,360.00","16,437.00","16,194.00",-,-1.21%
609,2012-08-29,"16,285.00","16,250.00","16,422.00","16,149.00",-,-0.03%
610,2012-08-30,"16,011.00","16,250.00","16,458.00","16,005.00",-,-1.68%
611,2012-08-31,"15,971.00","15,975.00","16,110.00","15,810.00",-,-0.25%
612,2012-09-03,"16,191.00","16,000.00","16,285.00","15,900.00",-,1.38%
613,2012-09-04,"15,991.00","16,053.00","16,285.00","15,948.00",-,-1.24%
614,2012-09-05,"16,052.00","15,981.00","16,115.00","15,844.00",-,0.38%
615,2012-09-06,"16,071.00","16,010.00","16,360.00","15,980.00",-,0.12%
616,2012-09-07,"16,421.00","16,060.00","16,508.00","15,990.00",-,2.18%
617,2012-09-10,"16,736.00","16,360.00","16,846.00","16,360.00",-,1.92%
618,2012-09-11,"16,771.00","16,651.00","16,885.00","16,500.00",-,0.21%
619,2012-09-12,"16,616.00","16,700.00","17,013.00","16,505.00",-,-0.92%
620,2012-09-13,"16,961.00","16,571.00","17,010.00","16,570.00",-,2.08%
621,2012-09-14,"17,770.00","16,980.00","17,872.00","16,900.00",-,4.77%
622,2012-09-17,"18,090.00","17,775.00","18,232.00","17,676.00",-,1.80%
623,2012-09-18,"17,697.00","18,025.00","18,174.00","17,697.00",-,-2.17%
624,2012-09-19,"17,755.00","17,655.00","18,159.00","17,655.00",-,0.33%
625,2012-09-20,"17,861.00","17,715.00","17,903.00","17,502.00",-,0.60%
626,2012-09-21,"18,103.00","17,825.00","18,215.00","17,825.00",-,1.35%
627,2012-09-24,"17,971.00","17,951.00","18,090.00","17,762.00",-,-0.73%
628,2012-09-25,"18,380.00","17,975.00","18,424.00","17,950.00",-,2.28%
629,2012-09-26,"18,048.00","18,233.00","18,400.00","17,920.00",-,-1.81%
630,2012-09-27,"18,356.00","18,080.00","18,400.00","17,917.00",-,1.71%
