DATADATE,VALUE
441,2011-10-06,767.0
442,2011-10-07,777.0
443,2011-10-10,785.0
444,2011-10-11,807.0
445,2011-10-12,823.0
446,2011-10-13,827.0
447,2011-10-14,826.0
448,2011-10-17,828.0
449,2011-10-18,835.0
450,2011-10-19,843.0
451,2011-10-20,856.0
452,2011-10-21,849.0
453,2011-10-24,840.0
454,2011-10-25,817.0
455,2011-10-26,805.0
456,2011-10-27,796.0
457,2011-10-28,781.0
458,2011-10-31,773.0
459,2011-11-01,763.0
460,2011-11-02,759.0
461,2011-11-03,770.0
462,2011-11-04,766.0
463,2011-11-07,762.0
464,2011-11-08,765.0
465,2011-11-09,769.0
466,2011-11-10,773.0
467,2011-11-11,776.0
468,2011-11-14,782.0
469,2011-11-15,785.0
470,2011-11-16,787.0
471,2011-11-17,786.0
472,2011-11-18,787.0
473,2011-11-21,786.0
474,2011-11-22,786.0
475,2011-11-23,787.0
476,2011-11-24,783.0
477,2011-11-25,782.0
478,2011-11-28,780.0
479,2011-11-29,787.0
480,2011-11-30,788.0
481,2011-12-01,784.0
482,2011-12-02,776.0
483,2011-12-05,775.0
484,2011-12-06,773.0
485,2011-12-07,776.0
486,2011-12-08,817.0
487,2011-12-09,839.0
488,2011-12-12,864.0
489,2011-12-13,882.0
490,2011-12-14,859.0
491,2011-12-15,856.0
492,2011-12-16,864.0
493,2011-12-19,869.0
494,2011-12-20,889.0
495,2011-12-21,902.0
496,2011-12-22,939.0
497,2011-12-23,930.0
498,2012-01-03,783.0
499,2012-01-04,782.0
500,2012-01-05,781.0
501,2012-01-06,790.0
502,2012-01-09,784.0
503,2012-01-10,782.0
504,2012-01-11,778.0
505,2012-01-12,781.0
506,2012-01-13,791.0
507,2012-01-16,805.0
508,2012-01-17,822.0
509,2012-01-18,841.0
510,2012-01-19,846.0
511,2012-01-20,849.0
512,2012-01-23,847.0
513,2012-01-24,839.0
514,2012-01-25,835.0
515,2012-01-26,829.0
516,2012-01-27,825.0
517,2012-01-30,822.0
518,2012-01-31,813.0
519,2012-02-01,803.0
520,2012-02-02,801.0
521,2012-02-03,790.0
522,2012-02-06,785.0
523,2012-02-07,782.0
524,2012-02-08,784.0
525,2012-02-09,795.0
526,2012-02-10,795.0
527,2012-02-13,789.0
528,2012-02-14,791.0
529,2012-02-15,804.0
530,2012-02-16,811.0
531,2012-02-17,817.0
532,2012-02-20,817.0
533,2012-02-21,814.0
534,2012-02-22,811.0
535,2012-02-23,803.0
536,2012-02-24,798.0
537,2012-02-27,796.0
538,2012-02-28,791.0
539,2012-02-29,784.0
540,2012-03-01,781.0
541,2012-03-02,790.0
542,2012-03-05,796.0
543,2012-03-06,797.0
544,2012-03-07,806.0
545,2012-03-08,812.0
546,2012-03-09,818.0
547,2012-03-12,820.0
548,2012-03-13,826.0
549,2012-03-14,857.0
550,2012-03-15,879.0
551,2012-03-16,874.0
552,2012-03-19,852.0
553,2012-03-20,848.0
554,2012-03-21,837.0
555,2012-03-22,821.0
556,2012-03-23,809.0
557,2012-03-26,804.0
558,2012-03-27,808.0
559,2012-03-28,821.0
560,2012-03-29,822.0
561,2012-03-30,818.0
562,2012-04-02,819.0
563,2012-04-03,822.0
564,2012-04-04,822.0
565,2012-04-05,820.0
566,2012-04-10,813.0
567,2012-04-11,806.0
568,2012-04-12,791.0
569,2012-04-13,782.0
570,2012-04-16,773.0
571,2012-04-17,762.0
572,2012-04-18,754.0
573,2012-04-19,745.0
574,2012-04-20,740.0
575,2012-04-23,741.0
576,2012-04-24,744.0
577,2012-04-25,752.0
578,2012-04-26,766.0
579,2012-04-27,779.0
580,2012-04-30,779.0
581,2012-05-01,775.0
582,2012-05-02,772.0
583,2012-05-03,769.0
584,2012-05-04,763.0
585,2012-05-08,767.0
586,2012-05-09,771.0
587,2012-05-10,766.0
588,2012-05-11,760.0
589,2012-05-14,755.0
590,2012-05-15,767.0
591,2012-05-16,774.0
592,2012-05-17,772.0
593,2012-05-18,765.0
594,2012-05-21,760.0
595,2012-05-22,754.0
596,2012-05-23,742.0
597,2012-05-24,738.0
598,2012-05-25,733.0
599,2012-05-28,729.0
600,2012-05-29,723.0
601,2012-05-30,716.0
602,2012-05-31,707.0
603,2012-06-01,699.0
604,2012-06-06,690.0
605,2012-06-07,686.0
606,2012-06-08,688.0
607,2012-06-11,685.0
608,2012-06-12,689.0
609,2012-06-13,696.0
610,2012-06-14,686.0
611,2012-06-15,682.0
612,2012-06-18,676.0
613,2012-06-19,668.0
614,2012-06-20,663.0
615,2012-06-21,662.0
616,2012-06-22,661.0
617,2012-06-25,660.0
618,2012-06-26,664.0
619,2012-06-27,670.0
620,2012-06-28,674.0
621,2012-06-29,682.0
622,2012-07-02,667.0
623,2012-07-03,669.0
624,2012-07-04,665.0
625,2012-07-05,659.0
626,2012-07-06,654.0
627,2012-07-09,649.0
628,2012-07-10,640.0
629,2012-07-11,632.0
630,2012-07-12,628.0
631,2012-07-13,629.0
632,2012-07-16,626.0
633,2012-07-17,624.0
634,2012-07-18,621.0
635,2012-07-19,622.0
636,2012-07-20,624.0
637,2012-07-23,627.0
638,2012-07-24,630.0
639,2012-07-25,633.0
640,2012-07-26,640.0
